64,324,1609,725,311,296,1,-1,-1,-1
65,324,1598,716,322,288,1,-1,-1,-1
66,324,1582,708,338,290,1,-1,-1,-1
67,324,1569,699,351,280,1,-1,-1,-1
68,324,1537,669,383,305,1,-1,-1,-1
69,324,1527,662,387,299,1,-1,-1,-1
70,324,1490,658,398,283,1,-1,-1,-1
71,324,1484,648,391,282,1,-1,-1,-1
72,324,1476,638,377,281,1,-1,-1,-1
73,324,1466,631,372,278,1,-1,-1,-1
74,324,1453,617,370,273,1,-1,-1,-1
75,324,1436,620,358,253,1,-1,-1,-1
76,324,1428,609,355,255,1,-1,-1,-1
77,324,1417,597,352,257,1,-1,-1,-1
78,324,1405,590,345,255,1,-1,-1,-1
79,324,1397,585,340,253,1,-1,-1,-1
80,324,1376,580,338,240,1,-1,-1,-1
81,324,1374,573,328,242,1,-1,-1,-1
82,324,1370,557,315,242,1,-1,-1,-1
83,324,1362,553,305,238,1,-1,-1,-1
84,324,1350,547,303,232,1,-1,-1,-1
85,324,1344,541,297,228,1,-1,-1,-1
86,324,1339,534,294,227,1,-1,-1,-1
87,324,1325,526,283,217,1,-1,-1,-1
88,324,1320,520,278,212,1,-1,-1,-1
89,324,1316,517,270,207,1,-1,-1,-1
90,324,1306,500,261,213,1,-1,-1,-1
91,324,1298,495,261,212,1,-1,-1,-1
92,324,1289,489,260,212,1,-1,-1,-1
93,324,1283,482,257,212,1,-1,-1,-1
94,324,1268,476,256,210,1,-1,-1,-1
95,324,1269,470,249,207,1,-1,-1,-1
96,324,1267,463,243,204,1,-1,-1,-1
97,324,1267,465,230,183,1,-1,-1,-1
98,324,1265,455,224,186,1,-1,-1,-1
99,324,1252,456,220,173,1,-1,-1,-1
100,324,1246,442,223,176,1,-1,-1,-1
101,324,1244,435,217,175,1,-1,-1,-1
102,260,1469,675,451,405,1,-1,-1,-1
102,324,1241,427,209,175,1,-1,-1,-1
103,260,1467,669,453,411,1,-1,-1,-1
103,324,1235,423,209,172,1,-1,-1,-1
104,260,1456,651,464,429,1,-1,-1,-1
104,324,1228,406,210,179,1,-1,-1,-1
105,260,1439,643,481,421,1,-1,-1,-1
105,324,1214,401,205,172,1,-1,-1,-1
106,260,1422,635,498,413,1,-1,-1,-1
106,324,1207,394,204,169,1,-1,-1,-1
107,260,1409,626,494,405,1,-1,-1,-1
107,324,1201,389,202,166,1,-1,-1,-1
108,260,1396,617,490,397,1,-1,-1,-1
108,324,1176,391,215,154,1,-1,-1,-1
109,260,1382,609,487,388,1,-1,-1,-1
109,324,1171,372,208,164,1,-1,-1,-1
110,260,1369,600,483,380,1,-1,-1,-1
110,324,1167,365,200,163,1,-1,-1,-1
111,260,1356,591,479,372,1,-1,-1,-1
111,324,1144,360,205,154,1,-1,-1,-1
112,260,1353,561,454,382,1,-1,-1,-1
112,324,1137,358,202,150,1,-1,-1,-1
113,260,1345,557,448,380,1,-1,-1,-1
113,324,1134,343,189,161,1,-1,-1,-1
114,260,1328,567,421,340,1,-1,-1,-1
114,324,1109,339,198,154,1,-1,-1,-1
