3,270,996,217,604,302,1,-1,-1,-1
4,270,873,214,702,294,1,-1,-1,-1
5,270,755,210,696,293,1,-1,-1,-1
6,270,636,206,691,293,1,-1,-1,-1
7,270,518,202,685,292,1,-1,-1,-1
8,270,403,198,680,291,1,-1,-1,-1
9,270,288,194,674,290,1,-1,-1,-1
10,270,179,194,668,286,1,-1,-1,-1
11,270,70,194,661,281,1,-1,-1,-1
12,270,0,194,619,278,1,-1,-1,-1
59,271,0,606,1107,594,1,-1,-1,-1
60,271,171,623,1221,577,1,-1,-1,-1
61,271,464,639,1136,561,1,-1,-1,-1
72,274,1122,299,478,224,1,-1,-1,-1
73,274,1012,293,502,223,1,-1,-1,-1
74,272,0,481,783,342,1,-1,-1,-1
74,274,903,288,498,223,1,-1,-1,-1
75,272,199,489,802,346,1,-1,-1,-1
75,274,795,283,495,222,1,-1,-1,-1
76,272,388,466,853,393,1,-1,-1,-1
76,274,687,278,492,222,1,-1,-1,-1
77,272,606,475,837,392,1,-1,-1,-1
77,274,574,273,491,224,1,-1,-1,-1
78,272,858,503,742,348,1,-1,-1,-1
78,274,462,268,491,228,1,-1,-1,-1
79,274,363,275,470,214,1,-1,-1,-1
80,274,263,282,448,199,1,-1,-1,-1
81,274,159,281,446,195,1,-1,-1,-1
82,274,55,280,444,191,1,-1,-1,-1
83,274,0,275,398,197,1,-1,-1,-1
100,273,0,302,829,569,1,-1,-1,-1
101,273,0,301,1011,570,1,-1,-1,-1
102,273,130,295,1074,583,1,-1,-1,-1
103,273,340,298,1056,584,1,-1,-1,-1
104,273,548,299,1037,589,1,-1,-1,-1
105,273,756,309,844,580,1,-1,-1,-1
163,275,0,669,1269,531,1,-1,-1,-1
164,275,272,683,1314,517,1,-1,-1,-1
165,275,575,703,1025,497,1,-1,-1,-1
165,276,1239,340,361,167,1,-1,-1,-1
166,276,1126,336,428,162,1,-1,-1,-1
167,276,1003,326,442,171,1,-1,-1,-1
168,276,880,317,455,179,1,-1,-1,-1
169,276,757,307,469,188,1,-1,-1,-1
170,276,640,304,466,189,1,-1,-1,-1
171,276,523,301,465,190,1,-1,-1,-1
172,276,406,298,464,191,1,-1,-1,-1
173,276,296,297,461,187,1,-1,-1,-1
174,276,187,295,459,183,1,-1,-1,-1
175,276,78,293,455,178,1,-1,-1,-1
176,276,0,301,401,160,1,-1,-1,-1
224,277,1038,381,562,261,1,-1,-1,-1
225,277,881,371,619,265,1,-1,-1,-1
226,277,725,361,639,270,1,-1,-1,-1
227,277,571,358,634,263,1,-1,-1,-1
228,277,418,355,629,257,1,-1,-1,-1
229,277,281,349,626,259,1,-1,-1,-1
230,277,144,343,623,260,1,-1,-1,-1
231,277,36,355,564,226,1,-1,-1,-1
232,277,0,352,473,223,1,-1,-1,-1
242,268,1223,341,377,174,1,-1,-1,-1
243,268,1122,327,478,187,1,-1,-1,-1
244,268,1036,332,484,168,1,-1,-1,-1
245,268,944,328,478,168,1,-1,-1,-1
246,268,851,323,472,168,1,-1,-1,-1
247,268,745,315,491,179,1,-1,-1,-1
248,268,638,307,510,190,1,-1,-1,-1
249,268,546,305,507,186,1,-1,-1,-1
250,268,454,303,504,183,1,-1,-1,-1
251,268,363,301,501,179,1,-1,-1,-1
252,268,272,297,502,179,1,-1,-1,-1
253,268,181,294,503,180,1,-1,-1,-1
