217,242,1114,789,379,291,1,-1,-1,-1
218,242,1103,762,400,318,1,-1,-1,-1
219,242,1098,721,395,317,1,-1,-1,-1
220,242,1098,701,386,314,1,-1,-1,-1
221,242,1088,664,389,296,1,-1,-1,-1
222,242,1089,641,376,303,1,-1,-1,-1
223,242,1083,626,373,295,1,-1,-1,-1
224,242,1067,587,387,298,1,-1,-1,-1
225,242,1055,573,372,284,1,-1,-1,-1
226,242,1048,558,362,282,1,-1,-1,-1
227,242,1035,529,361,270,1,-1,-1,-1
228,242,1026,511,353,270,1,-1,-1,-1
229,242,987,498,378,260,1,-1,-1,-1
230,242,1011,471,351,259,1,-1,-1,-1
231,242,994,462,340,250,1,-1,-1,-1
232,242,987,447,332,245,1,-1,-1,-1
233,242,978,433,321,244,1,-1,-1,-1
234,242,966,410,321,240,1,-1,-1,-1
235,242,966,407,307,229,1,-1,-1,-1
236,242,949,398,304,221,1,-1,-1,-1
237,242,950,385,292,218,1,-1,-1,-1
238,242,947,373,281,217,1,-1,-1,-1
239,242,942,366,273,215,1,-1,-1,-1
240,242,934,342,267,223,1,-1,-1,-1
241,242,933,337,259,217,1,-1,-1,-1
242,242,930,331,255,210,1,-1,-1,-1
243,242,924,324,254,206,1,-1,-1,-1
244,242,922,316,250,204,1,-1,-1,-1
245,242,912,315,260,183,1,-1,-1,-1
246,242,913,309,253,180,1,-1,-1,-1
247,242,913,295,250,177,1,-1,-1,-1
248,242,913,289,231,184,1,-1,-1,-1
249,242,914,283,223,180,1,-1,-1,-1
250,242,914,278,219,173,1,-1,-1,-1
251,242,912,275,218,168,1,-1,-1,-1
252,242,908,262,217,166,1,-1,-1,-1
253,242,908,256,211,171,1,-1,-1,-1
254,242,909,254,207,165,1,-1,-1,-1
255,242,908,248,204,164,1,-1,-1,-1
256,242,907,243,201,163,1,-1,-1,-1
257,242,905,237,198,162,1,-1,-1,-1
258,242,904,231,195,161,1,-1,-1,-1
259,242,904,224,191,164,1,-1,-1,-1
260,242,895,221,193,160,1,-1,-1,-1
261,242,893,219,191,152,1,-1,-1,-1
262,242,890,218,193,146,1,-1,-1,-1
263,242,889,214,190,142,1,-1,-1,-1
264,242,887,210,188,137,1,-1,-1,-1
265,242,886,206,185,133,1,-1,-1,-1
266,242,882,200,185,138,1,-1,-1,-1
267,242,878,195,186,140,1,-1,-1,-1
268,242,876,192,184,134,1,-1,-1,-1
269,242,875,191,183,129,1,-1,-1,-1
270,242,875,189,178,127,1,-1,-1,-1
271,242,878,185,171,121,1,-1,-1,-1
272,242,881,180,163,114,1,-1,-1,-1
273,242,881,175,162,119,1,-1,-1,-1
274,242,874,170,166,121,1,-1,-1,-1
275,242,873,165,167,124,1,-1,-1,-1
276,242,872,160,167,127,1,-1,-1,-1
277,242,871,158,167,127,1,-1,-1,-1
278,242,870,158,166,123,1,-1,-1,-1
279,242,869,158,166,121,1,-1,-1,-1
280,242,868,155,164,122,1,-1,-1,-1
281,242,868,152,160,125,1,-1,-1,-1
282,242,869,149,154,128,1,-1,-1,-1
283,242,870,148,149,127,1,-1,-1,-1
284,242,866,145,154,117,1,-1,-1,-1
285,242,865,143,154,118,1,-1,-1,-1
286,242,864,142,153,117,1,-1,-1,-1
287,242,864,141,151,114,1,-1,-1,-1
288,242,864,140,147,110,1,-1,-1,-1
289,242,863,138,146,108,1,-1,-1,-1
290,242,863,137,143,105,1,-1,-1,-1
291,242,863,134,141,105,1,-1,-1,-1
292,242,863,131,136,106,1,-1,-1,-1
293,242,863,129,134,107,1,-1,-1,-1
294,242,862,127,133,106,1,-1,-1,-1
295,242,862,125,132,105,1,-1,-1,-1
296,242,861,123,130,105,1,-1,-1,-1
297,242,861,121,129,104,1,-1,-1,-1
298,242,860,119,128,103,1,-1,-1,-1
299,242,859,117,127,102,1,-1,-1,-1
300,242,859,115,125,102,1,-1,-1,-1
301,242,858,113,124,101,1,-1,-1,-1
302,242,858,111,123,100,1,-1,-1,-1
303,242,857,108,122,99,1,-1,-1,-1
304,242,856,106,121,98,1,-1,-1,-1
305,242,856,104,119,98,1,-1,-1,-1
306,242,855,102,118,97,1,-1,-1,-1
307,242,854,100,117,96,1,-1,-1,-1
308,242,854,98,116,95,1,-1,-1,-1
309,242,853,96,114,95,1,-1,-1,-1
310,242,853,94,113,94,1,-1,-1,-1
311,242,852,92,112,93,1,-1,-1,-1
312,242,851,91,111,92,1,-1,-1,-1
313,242,851,90,110,92,1,-1,-1,-1
314,242,850,89,109,91,1,-1,-1,-1
315,242,849,88,109,90,1,-1,-1,-1
