1,271,434,516,54,50,1,-1,-1,-1
1,273,172,591,204,117,1,-1,-1,-1
2,271,435,516,55,51,1,-1,-1,-1
2,273,172,591,204,117,1,-1,-1,-1
3,271,436,516,56,51,1,-1,-1,-1
3,273,172,591,204,117,1,-1,-1,-1
4,271,437,516,56,52,1,-1,-1,-1
4,273,172,591,204,117,1,-1,-1,-1
5,271,438,516,57,53,1,-1,-1,-1
5,273,172,591,204,117,1,-1,-1,-1
6,271,439,515,58,53,1,-1,-1,-1
6,273,172,591,204,117,1,-1,-1,-1
7,271,440,515,59,54,1,-1,-1,-1
7,273,172,590,204,118,1,-1,-1,-1
8,271,441,515,59,54,1,-1,-1,-1
8,273,172,590,204,118,1,-1,-1,-1
9,271,442,515,60,55,1,-1,-1,-1
9,273,172,590,203,118,1,-1,-1,-1
10,271,444,515,61,56,1,-1,-1,-1
10,273,172,590,203,118,1,-1,-1,-1
11,271,445,514,62,57,1,-1,-1,-1
11,273,172,590,203,118,1,-1,-1,-1
12,271,447,514,63,58,1,-1,-1,-1
12,273,172,590,203,118,1,-1,-1,-1
13,271,449,514,64,59,1,-1,-1,-1
13,273,173,590,203,118,1,-1,-1,-1
14,271,450,513,65,61,1,-1,-1,-1
14,273,173,590,203,118,1,-1,-1,-1
15,271,452,513,66,62,1,-1,-1,-1
15,273,173,590,203,118,1,-1,-1,-1
16,271,454,513,67,63,1,-1,-1,-1
16,273,173,590,203,118,1,-1,-1,-1
17,271,455,512,68,64,1,-1,-1,-1
17,273,173,590,203,118,1,-1,-1,-1
18,271,457,512,69,65,1,-1,-1,-1
18,273,173,589,203,119,1,-1,-1,-1
19,271,458,512,72,66,1,-1,-1,-1
19,273,173,589,203,119,1,-1,-1,-1
20,271,460,513,74,68,1,-1,-1,-1
20,272,436,523,43,42,1,-1,-1,-1
20,273,173,589,203,119,1,-1,-1,-1
21,271,461,513,77,69,1,-1,-1,-1
21,272,437,523,44,42,1,-1,-1,-1
21,273,173,589,203,119,1,-1,-1,-1
22,271,462,513,80,70,1,-1,-1,-1
22,272,438,523,44,43,1,-1,-1,-1
22,273,173,589,203,119,1,-1,-1,-1
23,270,1254,198,346,289,1,-1,-1,-1
23,271,463,513,83,71,1,-1,-1,-1
23,272,439,523,45,43,1,-1,-1,-1
23,273,173,589,203,119,1,-1,-1,-1
24,270,1197,197,403,292,1,-1,-1,-1
24,271,465,514,85,73,1,-1,-1,-1
24,272,440,523,46,43,1,-1,-1,-1
24,273,173,589,202,119,1,-1,-1,-1
25,270,1143,218,446,276,1,-1,-1,-1
25,271,466,514,88,74,1,-1,-1,-1
25,272,441,522,46,43,1,-1,-1,-1
25,273,173,589,202,119,1,-1,-1,-1
26,270,1098,232,422,265,1,-1,-1,-1
26,271,469,513,92,77,1,-1,-1,-1
26,272,442,522,47,44,1,-1,-1,-1
26,273,173,589,202,119,1,-1,-1,-1
27,270,1053,246,398,255,1,-1,-1,-1
27,271,471,512,95,79,1,-1,-1,-1
27,272,443,522,47,44,1,-1,-1,-1
27,273,173,589,202,119,1,-1,-1,-1
28,270,1007,259,374,244,1,-1,-1,-1
