1,1,114,439,526,221,1,-1,-1,-1
1,2,1085,326,300,192,1,-1,-1,-1
1,4,896,204,118,113,1,-1,-1,-1
1,26,861,155,85,68,1,-1,-1,-1
2,1,155,433,557,232,1,-1,-1,-1
2,2,1092,316,315,204,1,-1,-1,-1
2,4,894,207,119,114,1,-1,-1,-1
2,26,863,157,86,68,1,-1,-1,-1
3,1,221,439,534,224,1,-1,-1,-1
3,2,1125,316,290,187,1,-1,-1,-1
3,4,893,209,121,114,1,-1,-1,-1
3,26,865,159,86,69,1,-1,-1,-1
4,1,293,438,531,222,1,-1,-1,-1
4,2,1157,316,266,171,1,-1,-1,-1
4,4,891,212,122,115,1,-1,-1,-1
4,26,867,161,87,69,1,-1,-1,-1
5,1,366,437,532,218,1,-1,-1,-1
5,2,1196,312,226,172,1,-1,-1,-1
5,4,889,214,123,115,1,-1,-1,-1
5,26,869,163,87,70,1,-1,-1,-1
6,1,455,426,488,204,1,-1,-1,-1
6,2,1213,305,212,156,1,-1,-1,-1
6,4,888,217,125,116,1,-1,-1,-1
6,26,870,166,88,70,1,-1,-1,-1
7,1,524,425,494,206,1,-1,-1,-1
7,2,1236,301,202,152,1,-1,-1,-1
7,4,886,219,126,116,1,-1,-1,-1
7,26,872,168,88,71,1,-1,-1,-1
8,1,575,420,495,209,1,-1,-1,-1
8,2,1247,296,189,153,1,-1,-1,-1
8,4,882,222,128,118,1,-1,-1,-1
8,26,874,170,89,71,1,-1,-1,-1
9,1,627,416,495,212,1,-1,-1,-1
9,2,1259,291,177,155,1,-1,-1,-1
9,4,877,224,130,119,1,-1,-1,-1
9,26,876,172,89,72,1,-1,-1,-1
10,1,678,411,496,215,1,-1,-1,-1
10,2,1269,287,165,155,1,-1,-1,-1
10,4,873,227,132,121,1,-1,-1,-1
10,26,878,174,90,72,1,-1,-1,-1
11,1,740,407,498,217,1,-1,-1,-1
11,2,1277,281,158,153,1,-1,-1,-1
11,4,868,229,134,123,1,-1,-1,-1
11,26,879,176,91,73,1,-1,-1,-1
12,1,776,401,469,217,1,-1,-1,-1
12,2,1284,274,150,151,1,-1,-1,-1
12,4,864,232,136,124,1,-1,-1,-1
12,26,880,178,92,74,1,-1,-1,-1
13,1,842,395,464,215,1,-1,-1,-1
13,2,1288,270,145,151,1,-1,-1,-1
13,4,859,234,138,126,1,-1,-1,-1
13,26,882,179,93,75,1,-1,-1,-1
14,1,908,389,452,212,1,-1,-1,-1
14,2,1288,266,144,145,1,-1,-1,-1
14,4,851,237,143,127,1,-1,-1,-1
14,5,813,131,98,69,1,-1,-1,-1
14,26,883,181,94,76,1,-1,-1,-1
15,1,937,383,437,212,1,-1,-1,-1
15,2,1290,263,143,141,1,-1,-1,-1
15,4,843,239,148,129,1,-1,-1,-1
15,5,819,132,94,68,1,-1,-1,-1
15,26,884,183,95,77,1,-1,-1,-1
16,1,997,381,418,208,1,-1,-1,-1
16,2,1287,259,144,136,1,-1,-1,-1
16,4,834,242,154,130,1,-1,-1,-1
16,5,823,132,90,69,1,-1,-1,-1
16,26,885,185,96,78,1,-1,-1,-1
17,1,1030,375,397,207,1,-1,-1,-1
17,2,1281,251,146,137,1,-1,-1,-1
17,4,826,244,159,132,1,-1,-1,-1
17,5,825,133,91,70,1,-1,-1,-1
17,26,887,187,97,80,1,-1,-1,-1
18,1,1081,379,383,193,1,-1,-1,-1
18,2,1275,243,147,138,1,-1,-1,-1
18,4,818,247,164,133,1,-1,-1,-1
18,5,827,134,92,71,1,-1,-1,-1
18,26,888,188,97,81,1,-1,-1,-1
19,1,1109,375,363,191,1,-1,-1,-1
19,2,1268,238,151,139,1,-1,-1,-1
19,4,807,250,171,133,1,-1,-1,-1
19,5,829,135,93,71,1,-1,-1,-1
19,26,889,190,98,82,1,-1,-1,-1
20,1,1138,361,342,194,1,-1,-1,-1
20,2,1262,233,154,139,1,-1,-1,-1
20,4,796,253,178,133,1,-1,-1,-1
